abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.03316823835795986,0.035666189049126634,2629,1587,Collinsella,0.6,H1F513818
0.0001327721951977574,0.0001427604215545041,2188,1591,Coprococcus,0.6,H1F513818
0.06622706163090139,0.07121659948476484,1187,1056,Dialister,0.6,H1F513818
0.029195038202370363,0.03139461114965883,2634,1816,Enterobacter,0.6,H1F513818
0.0001480321738483206,0.00015918392184807582,2681,1820,Escherichia,0.6,H1F513818
0.004336532980602906,0.004663253000455982,2482,1761,Eubacterium,0.6,H1F513818
0.36069201823183356,0.38786655882044746,1986,1472,Faecalibacterium,0.6,H1F513818
0.000886428283654144,0.0009530803622781081,2632,1836,Klebsiella,0.6,H1F513818
0.012200716263950294,0.01298649218802863,1163,1052,Lachnospira,0.6,H1F513818
0.00037973470682830065,0.0004083440050977238,2052,1493,Megamonas,0.6,H1F513818
0.0003936451635573855,0.00042330376171740615,1206,1068,Megasphaera,0.6,H1F513818
0.00040807466717934657,0.00043879795846907477,2870,1747,Parabacteroides,0.6,H1F513818
0.0002508034586378279,0.0002685362947947111,1080,1019,Parasutterella,0.6,H1F513818
0.3343564093623187,0.35952978035344524,2861,1722,Prevotella,0.6,H1F513818
0.0001083769912325713,0.00011652301583278068,1918,1479,Raoultella,0.6,H1F513818
0.009848499554813482,0.010589802555569157,2357,1567,Roseburia,0.6,H1F513818
0.00015881202994117447,9.365298221851609e-05,2034,1491,Anaerostipes,0.6,CON-079
0.045563932406155465,0.026868956439832847,3307,1887,Bacteroides,0.6,CON-079
0.12456220299722164,0.07345878989446236,3108,1734,Bifidobacterium,0.6,CON-079
0.0005709622917557232,0.00033666294581667823,3108,1818,Blautia,0.6,CON-079
0.001698768025190432,0.0010001243161940874,2629,1587,Collinsella,0.6,CON-079
0.03976539077322133,0.023446271703393192,1187,1056,Dialister,0.6,CON-079
0.00014909906215788705,8.78970200318091e-05,2368,1614,Dorea,0.6,CON-079
0.00018344491730909942,0.00010818447918316596,2570,1790,Enterococcus,0.6,CON-079
0.0002688589535889366,0.0001585127961986036,2826,1639,Erysipelatoclostridium,0.6,CON-079
0.0014024724409559205,0.00074249069424509,2681,1820,Escherichia,0.6,CON-079
0.001898534733722994,0.0011152148850139079,1986,1472,Faecalibacterium,0.6,CON-079
0.0013043414262381707,0.0007696719471883397,1207,1105,Flavonifractor,0.6,CON-079
0.0001304741960992121,7.694678695222684e-05,2197,1602,Fusobacterium,0.6,CON-079
0.00014118850076737455,8.314074444219454e-05,1127,971,Gemella,0.6,CON-079
0.00017002700305177444,0.0001002569493039303,1504,1246,Haemophilus,0.6,CON-079
0.0001811418424738869,9.201344051767678e-05,2632,1836,Klebsiella,0.6,CON-079
0.0001642192491194995,9.680856847090595e-05,3174,1970,Lachnoclostridium,0.6,CON-079
0.02806346753550666,0.016550320885165556,3241,1907,Lactobacillus,0.6,CON-079
0.00013868515855518706,8.17864370794189e-05,1874,1433,Leuconostoc,0.6,CON-079
0.002596766943546329,0.0015308467394617078,2052,1493,Megamonas,0.6,CON-079
0.04176476013125124,0.02463073214410012,1206,1068,Megasphaera,0.6,CON-079
0.002995499291103553,0.0017663824793904192,1417,1193,Olsenella,0.6,CON-079
0.013963442592204854,0.008234627238206206,2870,1747,Parabacteroides,0.6,CON-079
0.6826689312901656,0.4025969504857262,2861,1722,Prevotella,0.6,CON-079
0.008077283981844161,0.004763264096146915,2896,1822,Streptococcus,0.6,CON-079
0.0008815769934439471,0.0005197245182871974,2135,1307,Tyzzerella,0.6,CON-079
0.0005357152334081232,0.0003158496326485309,1463,1152,Weissella,0.6,CON-079
0.027293128777206115,0.028795120116334304,1278,1090,Acidaminococcus,0.6,CRC_MR_SBJ81H_17
0.0002924007485541183,0.0003083577542372022,2445,1643,Actinomyces,0.6,CRC_MR_SBJ81H_17
0.04332144694900016,0.045725383189324204,2650,1613,Alistipes,0.6,CRC_MR_SBJ81H_17
0.0015550962672050725,0.001616076573286073,2034,1491,Anaerostipes,0.6,CRC_MR_SBJ81H_17
0.3218690436291239,0.33952331993204865,3307,1887,Bacteroides,0.6,CRC_MR_SBJ81H_17
0.3857273371221717,0.4070062932145148,3108,1734,Bifidobacterium,0.6,CRC_MR_SBJ81H_17
0.0018496500366987545,0.0018463633675085724,1386,1194,Bilophila,0.6,CRC_MR_SBJ81H_17
0.02696627969361897,0.02846253085866443,3108,1818,Blautia,0.6,CRC_MR_SBJ81H_17
0.03491502795287591,0.036835898254264234,2629,1587,Collinsella,0.6,CRC_MR_SBJ81H_17
0.001235936544116373,0.0012204502014878072,1187,1056,Dialister,0.6,CRC_MR_SBJ81H_17
0.020758607700822773,0.02179188322181739,2368,1614,Dorea,0.6,CRC_MR_SBJ81H_17
0.007815466010617264,0.008232948938552028,1214,1061,Eggerthella,0.6,CRC_MR_SBJ81H_17
0.0008163025105146879,0.0008589971280697931,2826,1639,Erysipelatoclostridium,0.6,CRC_MR_SBJ81H_17
0.0018506752847652138,0.001837815793753361,2681,1820,Escherichia,0.6,CRC_MR_SBJ81H_17
0.006166354495717899,0.006480368362556753,2482,1761,Eubacterium,0.6,CRC_MR_SBJ81H_17
0.06887708782797813,0.07168274442996914,1986,1472,Faecalibacterium,0.6,CRC_MR_SBJ81H_17
0.009805882606840843,0.007403345058084022,1207,1105,Flavonifractor,0.6,CRC_MR_SBJ81H_17
0.0002284252692070742,0.00018767971342305767,1127,971,Gemella,0.6,CRC_MR_SBJ81H_17
0.0029818314764894728,0.002636477764029787,958,908,Gordonibacter,0.6,CRC_MR_SBJ81H_17
0.0006102276491564209,0.0005278663182792367,1426,1211,Hungatella,0.6,CRC_MR_SBJ81H_17
0.00017152400151859744,0.00017570232870347348,1381,1161,Intestinibacter,0.6,CRC_MR_SBJ81H_17
0.00939250258644456,0.009907198664488267,3174,1970,Lachnoclostridium,0.6,CRC_MR_SBJ81H_17
0.00010047431051298596,1.4423563170853224e-05,955,913,Mogibacterium,0.6,CRC_MR_SBJ81H_17
0.0035580208898394537,0.003754943559912205,2526,1594,Odoribacter,0.6,CRC_MR_SBJ81H_17
0.01387047856631771,0.014627087809700774,2870,1747,Parabacteroides,0.6,CRC_MR_SBJ81H_17
0.0012662838868835607,0.0013308986612110905,2357,1567,Roseburia,0.6,CRC_MR_SBJ81H_17
0.006704507205802248,0.007075810453075389,2896,1822,Streptococcus,0.6,CRC_MR_SBJ81H_17
0.007837383088202709,0.012894917910714603,2650,1613,Alistipes,0.6,H1F413846
0.0007102962722490184,0.001119085775244842,1090,1001,Anaerotruncus,0.6,H1F413846
0.3070925053100296,0.5050955875509433,3307,1887,Bacteroides,0.6,H1F413846
0.0008067926461030421,0.0013266992603903262,2235,1371,Barnesiella,0.6,H1F413846
0.0015162156480004402,0.0024945572151152807,3108,1734,Bifidobacterium,0.6,H1F413846
0.024320470133826506,0.04004021743390699,3532,2001,Clostridium,0.6,H1F413846
0.0035019232687906496,0.0057264142188741055,2629,1587,Collinsella,0.6,H1F413846
0.00040323258486059225,0.0006626864551395355,2188,1591,Coprococcus,0.6,H1F413846
0.2189465608757854,0.3594393025978245,1986,1472,Faecalibacterium,0.6,H1F413846
0.04546529263398643,0.06743025448776768,1207,1105,Flavonifractor,0.6,H1F413846
0.0010295857445601262,0.0016938712353717698,1744,1218,Holdemania,0.6,H1F413846
0.0007957676079138382,0.0012008433653753346,1426,1211,Hungatella,0.6,H1F413846
0.004370608951064769,0.0071901336410853875,2632,1836,Klebsiella,0.6,H1F413846
0.0076583626661205825,0.012501551758978812,3174,1970,Lachnoclostridium,0.6,H1F413846
0.00030935602206142896,0.00045498060399799464,1163,1052,Lachnospira,0.6,H1F413846
0.0014097858238967377,0.002319640365827254,2526,1594,Odoribacter,0.6,H1F413846
0.01702506045759803,0.02801215610441894,2870,1747,Parabacteroides,0.6,H1F413846
0.023105423598341054,0.038003073522391934,1968,1391,Paraprevotella,0.6,H1F413846
0.014714496266005137,0.01804300235406874,1080,1019,Parasutterella,0.6,H1F413846
0.10099950158094682,0.1184249144865435,1019,945,Phascolarctobacterium,0.6,H1F413846
0.19880447105687327,0.32693365447740214,2861,1722,Prevotella,0.6,H1F413846
0.015825623629647793,0.026024854252115565,2357,1567,Roseburia,0.6,H1F413846
0.0033512841331361787,0.005517266613968584,2983,1793,Ruminococcus,0.6,H1F413846
0.00013110224419245062,0.00020506061901558517,2445,1643,Actinomyces,0.6,CON-096
0.0002877196403400776,0.00047268070488932855,2650,1613,Alistipes,0.6,CON-096
0.0100263137969554,0.016457560107732153,2034,1491,Anaerostipes,0.6,CON-096
0.0009514247515643589,0.0013956228058008135,1090,1001,Anaerotruncus,0.6,CON-096
0.36679752689722267,0.6021441863362074,3307,1887,Bacteroides,0.6,CON-096
0.01755297246334271,0.02884104966918314,3108,1734,Bifidobacterium,0.6,CON-096
0.03595790207367656,0.05908807094978341,3108,1818,Blautia,0.6,CON-096
0.11006738696839544,0.18037882632580707,1195,1078,Brachyspira,0.6,CON-096
0.0005085397968952415,0.0007234706849963001,1915,1442,Butyricicoccus,0.6,CON-096
0.009434071855231593,0.015503518606700954,3532,2001,Clostridium,0.6,CON-096
0.02260175722644075,0.03709504108412203,2629,1587,Collinsella,0.6,CON-096
0.000333978818275072,0.0005458500205441987,1739,1384,Desulfovibrio,0.6,CON-096
0.04235556712611227,0.06867811491737806,1187,1056,Dialister,0.6,CON-096
0.006290937038769548,0.010323552569908877,2368,1614,Dorea,0.6,CON-096
0.002503492775374352,0.004112094751697083,1214,1061,Eggerthella,0.6,CON-096
0.004905650983837293,0.008058285697046438,2826,1639,Erysipelatoclostridium,0.6,CON-096
0.015323093390642162,0.025181233453422273,2681,1820,Escherichia,0.6,CON-096
0.05281875011020264,0.08673370237979555,2482,1761,Eubacterium,0.6,CON-096
0.07800459065294933,0.1280112027554694,1986,1472,Faecalibacterium,0.6,CON-096
0.024166271665838637,0.0331103038750705,1207,1105,Flavonifractor,0.6,CON-096
0.004866859655255033,0.00799798606931728,2197,1602,Fusobacterium,0.6,CON-096
0.0007804939774906574,0.001191088490432755,958,908,Gordonibacter,0.6,CON-096
0.004049441311520299,0.006158305208590484,1426,1211,Hungatella,0.6,CON-096
0.00035368564295589925,0.0005796667842891085,1381,1161,Intestinibacter,0.6,CON-096
0.008568734811483479,0.014064579686243741,3174,1970,Lachnoclostridium,0.6,CON-096
0.00023679305655962404,0.0003205054296106017,1163,1052,Lachnospira,0.6,CON-096
0.005297298194336259,0.008696217521221,2052,1493,Megamonas,0.6,CON-096
0.00032412540593465837,0.0005325016354300806,1417,1193,Olsenella,0.6,CON-096
0.06474449064600009,0.10635233699569378,2870,1747,Parabacteroides,0.6,CON-096
0.00048302464494006536,0.0007822206858744647,2861,1722,Prevotella,0.6,CON-096
0.0557544446668665,0.0915129672079815,2357,1567,Roseburia,0.6,CON-096
0.045786940183563885,0.07524075854648504,2983,1793,Ruminococcus,0.6,CON-096
0.006386048397887014,0.010486237895246808,2896,1822,Streptococcus,0.6,CON-096
0.0010239251223638235,0.001659985197413759,2135,1307,Tyzzerella,0.6,CON-096
0.00032464400658415387,0.0005290313503384516,1832,1405,Veillonella,0.6,CON-096
0.6987260070066317,0.22847330454466178,3307,1887,Bacteroides,0.6,H1M213648
0.005957311617478313,0.001945357781572604,3108,1734,Bifidobacterium,0.6,H1M213648
0.03724842279738472,0.012180042996596866,3108,1818,Blautia,0.6,H1M213648
0.0003714945907444051,9.581758541235914e-05,1556,1235,Campylobacter,0.6,H1M213648
0.011275672839127109,0.0036871974533573583,2822,1886,Citrobacter,0.6,H1M213648
0.0012126354851430077,0.00039588703393468876,3532,2001,Clostridium,0.6,H1M213648
0.0007490792567469153,0.0002449521077315121,2629,1587,Collinsella,0.6,H1M213648
0.0008988951080962983,0.0002939419500683654,2368,1614,Dorea,0.6,H1M213648
0.009824204902612085,0.0032125569939455913,2634,1816,Enterobacter,0.6,H1M213648
0.002523930189467316,0.000825335147368733,2826,1639,Erysipelatoclostridium,0.6,H1M213648
0.03496190404172919,0.01143131063700878,2681,1820,Escherichia,0.6,H1M213648
0.04314574717357069,0.014108802509277827,2482,1761,Eubacterium,0.6,H1M213648
0.07282349591635079,0.023813595384084885,1986,1472,Faecalibacterium,0.6,H1M213648
0.0007482672467125012,0.00016570689569902138,1207,1105,Flavonifractor,0.6,H1M213648
0.0011935532493342787,0.0003901594273268765,1504,1246,Haemophilus,0.6,H1M213648
0.00035038232984964114,0.00010378099251729379,1381,1161,Intestinibacter,0.6,H1M213648
0.04352434685211622,0.014230536598847038,2632,1836,Klebsiella,0.6,H1M213648
0.00037129158823580164,4.841648374988868e-05,1080,1019,Parasutterella,0.6,H1M213648
0.0006819869276534585,0.0001847704938224149,2861,1722,Prevotella,0.6,H1M213648
0.008369285923450799,0.002735488566667308,1918,1479,Raoultella,0.6,H1M213648
0.00119710579323484,0.0003914593700684448,2357,1567,Roseburia,0.6,H1M213648
0.02384497916433002,0.007789541089117225,1832,1405,Veillonella,0.6,H1M213648
0.0002174444597770666,0.0003121897117532665,2445,1643,Actinomyces,0.6,CRC_MR_SBJ34H_17
0.001215752222478255,0.0017454146050412931,942,904,Adlercreutzia,0.6,CRC_MR_SBJ34H_17
0.01827942009235227,0.026243931870875658,2274,1386,Akkermansia,0.6,CRC_MR_SBJ34H_17
0.034765913776228966,0.04991417578015976,2650,1613,Alistipes,0.6,CRC_MR_SBJ34H_17
0.08917489731361455,0.1280287363353523,2034,1491,Anaerostipes,0.6,CRC_MR_SBJ34H_17
0.23717303274938054,0.34050997283187184,3307,1887,Bacteroides,0.6,CRC_MR_SBJ34H_17
0.007138912896547277,0.010249377043369135,3108,1734,Bifidobacterium,0.6,CRC_MR_SBJ34H_17
0.0004085887040244172,0.0005866066015521159,1386,1194,Bilophila,0.6,CRC_MR_SBJ34H_17
0.011624475178648891,0.016689528323570214,3108,1818,Blautia,0.6,CRC_MR_SBJ34H_17
0.0002380224526810704,0.0003417326652997168,1322,1145,Butyricimonas,0.6,CRC_MR_SBJ34H_17
0.00012919018004973494,0.00018547692649144616,2822,1886,Citrobacter,0.6,CRC_MR_SBJ34H_17
0.016229433836690847,0.023300864649036718,3532,2001,Clostridium,0.6,CRC_MR_SBJ34H_17
0.006304128649650097,0.00905096611020204,2629,1587,Collinsella,0.6,CRC_MR_SBJ34H_17
0.0006612468414981747,0.0009493223075393483,1966,1392,Coprobacillus,0.6,CRC_MR_SBJ34H_17
0.0195395195401798,0.028053153470743136,2188,1591,Coprococcus,0.6,CRC_MR_SBJ34H_17
0.0179953997731799,0.025836064855559518,2368,1614,Dorea,0.6,CRC_MR_SBJ34H_17
0.0003436634857711433,0.0004934050571387362,1214,1061,Eggerthella,0.6,CRC_MR_SBJ34H_17
0.00017122650780015974,0.0002458325523417005,2826,1639,Erysipelatoclostridium,0.6,CRC_MR_SBJ34H_17
0.2175451488867306,0.31233405423859467,2482,1761,Eubacterium,0.6,CRC_MR_SBJ34H_17
0.08870754578493378,0.12735635130141215,1986,1472,Faecalibacterium,0.6,CRC_MR_SBJ34H_17
0.00014679701889808042,0.000210717209842575,1207,1105,Flavonifractor,0.6,CRC_MR_SBJ34H_17
0.0024085055117108586,0.00345789025637505,958,908,Gordonibacter,0.6,CRC_MR_SBJ34H_17
0.00034608442611279075,0.0004968738208751981,1381,1161,Intestinibacter,0.6,CRC_MR_SBJ34H_17
0.0014938302335393116,0.0021445382377594233,1163,1052,Lachnospira,0.6,CRC_MR_SBJ34H_17
0.002281406143774365,0.003275436476504277,2526,1594,Odoribacter,0.6,CRC_MR_SBJ34H_17
0.01004701246057994,0.014424686812411358,2870,1747,Parabacteroides,0.6,CRC_MR_SBJ34H_17
0.001475563138234153,0.0021181334264548327,1019,945,Phascolarctobacterium,0.6,CRC_MR_SBJ34H_17
0.07654738253432398,0.10989946657477324,2357,1567,Roseburia,0.6,CRC_MR_SBJ34H_17
0.13242158519212033,0.1901204314163689,2983,1793,Ruminococcus,0.6,CRC_MR_SBJ34H_17
0.004968870008488698,0.007133907180636453,2896,1822,Streptococcus,0.6,CRC_MR_SBJ34H_17
0.030733601980170895,0.011721248249071375,2650,1613,Alistipes,0.6,H1F513817
0.00024019800060914707,8.083538397135876e-05,2034,1491,Anaerostipes,0.6,H1F513817
0.8769396220301119,0.30828616180402196,3307,1887,Bacteroides,0.6,H1F513817
0.00027099525711949654,7.891458035840304e-05,3108,1734,Bifidobacterium,0.6,H1F513817
0.002061768172467108,0.0006861767589327471,1386,1194,Bilophila,0.6,H1F513817
0.0012732966052874254,0.00034773298237457444,3108,1818,Blautia,0.6,H1F513817
0.003089304730819103,0.001179556808089029,1322,1145,Butyricimonas,0.6,H1F513817
0.0002796473291826048,9.958361031219888e-05,3532,2001,Clostridium,0.6,H1F513817
0.0007617943449850994,0.0003574068471986728,2188,1591,Coprococcus,0.6,H1F513817
0.0004830740235235419,0.00022994907200321255,2368,1614,Dorea,0.6,H1F513817
0.00029674547159303286,1.7843235331933446e-05,2681,1820,Escherichia,0.6,H1F513817
0.0026848203618687937,0.0012493476232358688,2482,1761,Eubacterium,0.6,H1F513817
0.006950703892412719,0.00217562051245453,1986,1472,Faecalibacterium,0.6,H1F513817
0.0028117174187943807,0.0008066228843741041,1207,1105,Flavonifractor,0.6,H1F513817
0.00033485578901386667,0.00012317044361194988,3174,1970,Lachnoclostridium,0.6,H1F513817
0.01864645130629293,0.005508515550648858,1163,1052,Lachnospira,0.6,H1F513817
0.00016397736576747947,5.914575803747324e-05,2052,1493,Megamonas,0.6,H1F513817
0.00806558517825895,0.003161699112902041,2526,1594,Odoribacter,0.6,H1F513817
0.009963684987532261,0.0035989455901632842,2870,1747,Parabacteroides,0.6,H1F513817
0.003754072267667917,0.0008920473145916084,1080,1019,Parasutterella,0.6,H1F513817
0.009294900417225575,0.0027246648119644418,1019,945,Phascolarctobacterium,0.6,H1F513817
0.02018425411465252,0.006883498098909834,2357,1567,Roseburia,0.6,H1F513817
0.0007149289546432632,0.00027995829298785654,2983,1793,Ruminococcus,0.6,H1F513817
0.0014213801910203327,0.0015771070657045877,2445,1643,Actinomyces,0.6,CON-051
0.0218000844188756,0.02418854662074915,2650,1613,Alistipes,0.6,CON-051
0.03287306807485469,0.036474614292001564,2034,1491,Anaerostipes,0.6,CON-051
0.1756714838633237,0.19491858044155783,3307,1887,Bacteroides,0.6,CON-051
0.00484812007556559,0.00537928868764638,3108,1734,Bifidobacterium,0.6,CON-051
0.0007636575917746724,0.000848384467694068,1386,1194,Bilophila,0.6,CON-051
0.08700687775225283,0.09653842134313514,3108,1818,Blautia,0.6,CON-051
0.00029692652760316215,0.0003301916932836785,1915,1442,Butyricicoccus,0.6,CON-051
0.00018770035084023933,0.00020814427704116738,2822,1886,Citrobacter,0.6,CON-051
0.008036557651674225,0.008914932120326286,3532,2001,Clostridium,0.6,CON-051
0.0010685035314406829,0.0011855738920427926,1187,1056,Dialister,0.6,CON-051
0.01372094707117515,0.01522421125050776,2368,1614,Dorea,0.6,CON-051
0.0018491312919214592,0.0020517322644653716,1214,1061,Eggerthella,0.6,CON-051
0.0002518784434015048,0.0002794749758713187,2634,1816,Enterobacter,0.6,CON-051
0.001193054284792754,0.001323758087361497,2826,1639,Erysipelatoclostridium,0.6,CON-051
0.005059681512101685,0.005611504804582229,2681,1820,Escherichia,0.6,CON-051
0.005119128527326703,0.005679801654621957,2482,1761,Eubacterium,0.6,CON-051
0.006110906326314334,0.00679521711240356,1207,1105,Flavonifractor,0.6,CON-051
0.00979970675548476,0.010837256103176568,2197,1602,Fusobacterium,0.6,CON-051
0.0003383748790489794,0.0003744943364827379,1127,971,Gemella,0.6,CON-051
0.000943541380059373,0.0010484960597101898,958,908,Gordonibacter,0.6,CON-051
0.008141258450115521,0.00903323395632384,1504,1246,Haemophilus,0.6,CON-051
0.0007177867115145372,0.0007964294789271874,1426,1211,Hungatella,0.6,CON-051
0.00024293053626555907,0.0002698089434219324,1381,1161,Intestinibacter,0.6,CON-051
0.0004922377419843209,0.0005451329324406229,2632,1836,Klebsiella,0.6,CON-051
0.0020663494513595885,0.002292740912228284,3174,1970,Lachnoclostridium,0.6,CON-051
0.2844203360628221,0.31631685634205864,1163,1052,Lachnospira,0.6,CON-051
0.0047954611278230135,0.005320726764774303,3241,1907,Lactobacillus,0.6,CON-051
0.2388873164341994,0.26505820881187164,2357,1567,Roseburia,0.6,CON-051
0.00012578494743978777,0.00013956638018403967,1168,1039,Rothia,0.6,CON-051
0.04645485976263979,0.05154194727466103,2983,1793,Ruminococcus,0.6,CON-051
0.02752201390854457,0.030500377226797458,2896,1822,Streptococcus,0.6,CON-051
0.004397742083056326,0.004883124858368526,2135,1307,Tyzzerella,0.6,CON-051
0.0033752122813830872,0.0037449564337774716,1832,1405,Veillonella,0.6,CON-051
0.07212786674927556,0.04162266329212571,2650,1613,Alistipes,0.6,H1M412809
0.017255435742205033,0.00995696459717042,3307,1887,Bacteroides,0.6,H1M412809
0.00040697120381897846,0.0002279631465899359,3108,1734,Bifidobacterium,0.6,H1M412809
0.001034214548135553,0.0005948198579449368,1386,1194,Bilophila,0.6,H1M412809
0.0003655166420617636,0.00020123570211631338,3532,2001,Clostridium,0.6,H1M412809
0.0013431278009337613,0.0007750874141048577,2629,1587,Collinsella,0.6,H1M412809
0.00012374954361598213,5.165281929133569e-05,1600,1343,Comamonas,0.6,H1M412809
0.1538926396453209,0.08880128349436929,1187,1056,Dialister,0.6,H1M412809
0.00011914348119851381,6.242707100927511e-05,2681,1820,Escherichia,0.6,H1M412809
0.0002204768543828168,0.00012619886659780803,2482,1761,Eubacterium,0.6,H1M412809
0.1478860271821144,0.08533728076057394,1986,1472,Faecalibacterium,0.6,H1M412809
0.0027429613480736883,0.0015820386729100025,1207,1105,Flavonifractor,0.6,H1M412809
0.0007958252287959149,0.00039788172216361287,2632,1836,Klebsiella,0.6,H1M412809
0.0008581606068456528,0.0004951437514922971,1163,1052,Lachnospira,0.6,H1M412809
0.0018803993926957883,0.0010850082710437744,2052,1493,Megamonas,0.6,H1M412809
0.02092902641249254,0.012077064324273036,1206,1068,Megasphaera,0.6,H1M412809
0.0009464946483184341,0.0005461916742797264,2870,1747,Parabacteroides,0.6,H1M412809
0.004605345918870045,0.0026571003763178665,1080,1019,Parasutterella,0.6,H1M412809
0.5712887957122267,0.3296720406693357,2861,1722,Prevotella,0.6,H1M412809
0.0011778213386179541,0.0006750917461836646,2357,1567,Roseburia,0.6,H1M412809
0.0005444341472858945,0.000329109594718845,2034,1491,Anaerostipes,0.6,H1M412743
0.004927507254181235,0.002808663824761726,3307,1887,Bacteroides,0.6,H1M412743
0.08823308732596967,0.05337515857012443,3108,1734,Bifidobacterium,0.6,H1M412743
0.0006709849310523118,0.00039245108350609314,3108,1818,Blautia,0.6,H1M412743
0.007550624913494668,0.004564517144350896,2629,1587,Collinsella,0.6,H1M412743
0.0026303754183178065,0.0015911831098414583,1187,1056,Dialister,0.6,H1M412743
0.0006829449001158583,0.00040534921097895994,2681,1820,Escherichia,0.6,H1M412743
0.0038401722889765677,0.002323043330684241,2482,1761,Eubacterium,0.6,H1M412743
0.16422376631896887,0.09934671192383619,1986,1472,Faecalibacterium,0.6,H1M412743
0.005402634914073244,0.0031275715586286295,2632,1836,Klebsiella,0.6,H1M412743
0.007882335166581923,0.0047389609707951,1163,1052,Lachnospira,0.6,H1M412743
0.0003126969689349514,0.00018915559651392513,1968,1391,Paraprevotella,0.6,H1M412743
0.6681676938951207,0.404204691831496,2861,1722,Prevotella,0.6,H1M412743
0.04493074155692628,0.0271785663436478,2357,1567,Roseburia,0.6,H1M412743
0.000496056462981151,0.000529199172594197,942,904,Adlercreutzia,0.6,H1F613739
0.0017911116200260376,0.002610768209723353,2274,1386,Akkermansia,0.6,H1F613739
0.050791890381894335,0.0785673808143465,2650,1613,Alistipes,0.6,H1F613739
0.18995504984055622,0.2937158986631871,3307,1887,Bacteroides,0.6,H1F613739
0.0020463600255370435,0.0031183066253568682,2235,1371,Barnesiella,0.6,H1F613739
0.0001349460693677711,0.0001991593314104344,1386,1194,Bilophila,0.6,H1F613739
0.0012121756946976874,0.0018738826845320807,3108,1818,Blautia,0.6,H1F613739
0.0007897446682065639,0.0012216150102576915,1322,1145,Butyricimonas,0.6,H1F613739
0.010085057717664351,0.015599981143853138,3532,2001,Clostridium,0.6,H1F613739
0.0007916768274514679,0.001223738901866039,2629,1587,Collinsella,0.6,H1F613739
0.000717136157634907,0.0011088292064456795,2188,1591,Coprococcus,0.6,H1F613739
0.012774216616203414,0.018754948636647707,1187,1056,Dialister,0.6,H1F613739
0.0016239289990459202,0.002507532322115818,2368,1614,Dorea,0.6,H1F613739
0.2872496404658416,0.4443313448338756,2681,1820,Escherichia,0.6,H1F613739
0.042821530111481536,0.06617660067817684,2482,1761,Eubacterium,0.6,H1F613739
0.17801562771074317,0.2707622986638499,1986,1472,Faecalibacterium,0.6,H1F613739
0.00018691098379650583,0.0002891230019256697,1504,1246,Haemophilus,0.6,H1F613739
0.0008656073417170064,0.0012794625391202026,1585,1192,Holdemanella,0.6,H1F613739
0.14050143396723752,0.21733060034707632,2632,1836,Klebsiella,0.6,H1F613739
0.037457449277260586,0.04088690404923052,1163,1052,Lachnospira,0.6,H1F613739
0.006557951862387959,0.010144158575844173,2526,1594,Odoribacter,0.6,H1F613739
0.006855199308327667,0.010603893167276947,2870,1747,Parabacteroides,0.6,H1F613739
0.002113883906516848,0.0015945061258511933,1080,1019,Parasutterella,0.6,H1F613739
0.002607703132477584,0.001837612202071313,1019,945,Phascolarctobacterium,0.6,H1F613739
